x,y,n,label
0.0,0.0,50.0,50
15.0,0.0,50.0,50
30.0,0.0,50.0,29
45.0,0.0,50.0,29
60.0,0.0,50.0,24
75.0,0.0,50.0,24
90.0,0.0,50.0,25
105.0,0.0,50.0,25
120.0,0.0,50.0,48
135.0,0.0,50.0,48
150.0,0.0,50.0,26
165.0,0.0,50.0,26
180.0,0.0,50.0,47
195.0,0.0,50.0,47
210.0,0.0,50.0,23
225.0,0.0,50.0,23
240.0,0.0,50.0,46
255.0,0.0,50.0,46
270.0,0.0,50.0,12
285.0,0.0,50.0,12
300.0,0.0,50.0,45
315.0,0.0,50.0,45
330.0,0.0,50.0,32
345.0,0.0,50.0,32
360.0,0.0,50.0,44
375.0,0.0,50.0,44
390.0,0.0,50.0,22
405.0,0.0,50.0,22
420.0,0.0,50.0,43
435.0,0.0,50.0,43
450.0,0.0,50.0,31
465.0,0.0,50.0,31
480.0,0.0,50.0,42
495.0,0.0,50.0,42
510.0,0.0,50.0,21
525.0,0.0,50.0,21
540.0,0.0,50.0,41
555.0,0.0,50.0,41
570.0,0.0,50.0,33
585.0,0.0,50.0,33
600.0,0.0,50.0,40
615.0,0.0,50.0,40
630.0,0.0,50.0,11
645.0,0.0,50.0,11
660.0,0.0,50.0,39
675.0,0.0,50.0,39
690.0,0.0,50.0,10
705.0,0.0,50.0,10
720.0,0.0,50.0,38
735.0,0.0,50.0,38
750.0,0.0,50.0,19
765.0,0.0,50.0,19
780.0,0.0,50.0,37
795.0,0.0,50.0,37
810.0,0.0,50.0,20
825.0,0.0,50.0,20
840.0,0.0,50.0,36
855.0,0.0,50.0,36
870.0,0.0,50.0,18
885.0,0.0,50.0,18
900.0,0.0,50.0,35
915.0,0.0,50.0,35
930.0,0.0,50.0,9
945.0,0.0,50.0,9
960.0,0.0,50.0,34
975.0,0.0,50.0,34
990.0,0.0,50.0,17
1005.0,0.0,50.0,17
1020.0,0.0,50.0,16
1035.0,0.0,50.0,16
1050.0,0.0,50.0,4
1065.0,0.0,50.0,4
1080.0,0.0,50.0,15
1095.0,0.0,50.0,15
1110.0,0.0,50.0,8
1125.0,0.0,50.0,8
1140.0,0.0,50.0,7
1155.0,0.0,50.0,7
1170.0,0.0,50.0,3
1185.0,0.0,50.0,3
1200.0,0.0,50.0,14
1215.0,0.0,50.0,14
1230.0,0.0,50.0,1
1245.0,0.0,50.0,1
1260.0,0.0,50.0,6
1275.0,0.0,50.0,6
1290.0,0.0,50.0,5
1305.0,0.0,50.0,5
1320.0,0.0,50.0,2
1335.0,0.0,50.0,2
1350.0,0.0,50.0,0
1365.0,0.0,50.0,0
1380.0,0.0,50.0,55
1395.0,0.0,50.0,30
1410.0,0.0,50.0,54
1425.0,0.0,50.0,27
1440.0,0.0,50.0,53
1455.0,0.0,50.0,28
1470.0,0.0,50.0,52
1485.0,0.0,50.0,13
1500.0,0.0,50.0,51
1515.0,0.0,50.0,49
